"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",2742.5790099187,487.712075937452,278.516363891868,29.4137951186713,24.6814726665434,39.4473005940199,128.663637781301,182.694248621829,-7.20480767313347,-23.4102755598542,-184.496230929199,-8.05270076398301,-19.4314721397859,4.04988236368808
"2",487.712075937452,3335.57565454612,-371.412940125992,-70.8635978980965,228.261251095319,260.002851405261,847.152664164241,1979.29502257921,-51.6143319373441,-169.7024143823,-408.491962502922,-78.6085971640205,-240.680653519121,-8.8946546270563
"3",278.516363891868,-371.412940125992,106.648432392831,12.0340515650241,-22.2269300138578,-29.5091211910403,-96.2153333148308,-182.214428718908,5.67619781577378,18.0989533191678,14.4062893241426,6.51093978376593,33.1780547071503,3.42043898626798
"4",29.4137951186713,-70.8635978980965,12.0340515650241,102.35480033316,-6.19842523974512,-6.66482549149805,-18.1373306986643,-43.7475695207468,1.85844908173749,-42.2753793145603,531.066869143615,3.75261060980847,14.7174257563165,-0.438484846654319
"5",24.6814726665434,228.261251095319,-22.2269300138578,-6.19842523974512,18.9445623846041,21.7910416040468,59.132152159691,155.534992700268,-8.7685255039105,-4.77542016596999,-23.0185419241025,-6.36802110420831,-17.0346283994149,-0.83512509263528
"6",39.4473005940199,260.002851405261,-29.5091211910403,-6.66482549149805,21.7910416040468,26.6592857087744,70.4421617001572,166.858421948746,-5.22020854987204,-13.8862337735191,-34.3616346754061,-7.70217832268827,-20.3497198754121,-0.326552424212423
"7",128.663637781301,847.152664164241,-96.2153333148308,-18.1373306986643,59.132152159691,70.4421617001572,212.131895523271,488.979917918186,-13.886235933569,-42.1133988766087,-100.990816918056,-20.3497231723304,-61.2759674822883,-1.07200560250931
"8",182.694248621829,1979.29502257921,-182.214428718908,-43.7475695207468,155.534992700268,166.858421948746,488.979917918186,1326.01805410104,-34.3617294902288,-100.991120802973,-280.317613601255,-48.1738914004382,-141.168120592283,-10.1831207643954
"9",-7.20480767313347,-51.6143319373441,5.67619781577378,1.85844908173749,-8.7685255039105,-5.22020854987204,-13.886235933569,-34.3617294902288,620.179426164214,1927.54496708858,4598.47547563186,-10.7557236788125,-33.2342871161018,-2.57196893471701
"10",-23.4102755598542,-169.7024143823,18.0989533191678,-42.2753793145603,-4.77542016596999,-13.8862337735191,-42.1133988766087,-100.991120802973,1927.54496708858,6393.17782531634,15072.7488064604,-33.2342809770125,-112.526400471324,-7.50526373849425
"11",-184.496230929199,-408.491962502922,14.4062893241426,531.066869143615,-23.0185419241025,-34.3616346754061,-100.990816918056,-280.317613601255,4598.47547563186,15072.7488064604,39822.5417536651,-80.1436449364701,-267.207699835126,-29.1139121486594
"12",-8.05270076398301,-78.6085971640205,6.51093978376593,3.75261060980847,-6.36802110420831,-7.70217832268827,-20.3497231723304,-48.1738914004382,-10.7557236788125,-33.2342809770125,-80.1436449364701,175.321117353633,532.684355732727,38.7129838372857
"13",-19.4314721397859,-240.680653519121,33.1780547071503,14.7174257563165,-17.0346283994149,-20.3497198754121,-61.2759674822883,-141.168120592283,-33.2342871161018,-112.526400471324,-267.207699835126,532.684355732727,1783.70930416349,115.693481120616
"14",4.04988236368808,-8.8946546270563,3.42043898626798,-0.438484846654319,-0.83512509263528,-0.326552424212423,-1.07200560250931,-10.1831207643954,-2.57196893471701,-7.50526373849425,-29.1139121486594,38.7129838372857,115.693481120616,186.399157200867
